Comentarios,Clas
Deben de cambiar los colchones (mattress) muy blandos y se doblan dormimos súper incómodos es lo único,Negativos
"El peor hotel, cama sucia con cabellos de mujer, ruido insoportable porque queda sobre una avenida principal, la cama vibra al pasar vehículos de carga pesada. NO HAY agua caliente, la recepcionista es una aprovechada. Una persona subió ayudarme hacer mis maletas y a bajar mis maletas para el viaje y me cobro un adicional de 20mil pesos por 30 minutos. PÉSIMO SERVICIO no lo recomiendo en absoluto",Negativos
"La cama era dura parecía una piedra ese colchón
Pedí cambio y me dijeron que no se podía 
Fuera de eso la cama tenía hondulaciones le dije a la recepcionista y no le importo
El desayuno básico huevo pan al otro día huevo pan ..creo que no me vuelvo alojar ahi",Negativos
"el hotel no es igual que en la fotos,no tienen servicio 24 horas de restaurante que es lo normal en un hotel,en las habitaciones hay sonidos horribles de ventilación y se entra el agua de la ducha al cuarto",Negativos
"Mala atención de algunos funcionarios, el lugar no contó con agua a causa de racionamiento (Es entendible) pero pasadas más de doce horas de hospedaje continuaban sin servicio, al momento de retornar el servicio no contaban con agua caliente.",Negativos
"un poco la atención de la recepcionista y que estaba en mal estado la cerradura de la puerta principal , la del baño (luego la arreglaron) y que no contestan los números de celulares dados.",Negativos
"El personal no había agua en el baño y la solución es ir aún piso, utilizar el baño y echar el agua, informan que el baño queda al lado del baño de las mascotas",Negativos
"Que pedi si me prestaban un secador, me dijeron que bajara a recepción para pedirlo, baje, y en recepcion me dijeroon que me lo llevaban a la habitacion y nunca me lo llevaron.",Negativos
"Receptionist would be loud throughout the night and would play music, watch TikTok, or have a conversation. The problem with this is that you can hear everything and you would wake up to them being rowdy. To make it worse the bedsheets had some sort of plastic and so did the pillows. So, we would wake up various times throughout the night sweaty. The rooms having poor ventilation does not help, especially since they don’t have AC. Overall, it was a horrible experience and I could not sleep comfortably throughout the night.",Negativos
"no tienen seriedad ni respeto por los clientes, me confirmaron el alojamiento vengo de viaje a la ciudad de bogota voy con mi confirmación a alojarme y me dicen que no me pueden dar la habitación por el hotel está lleno, es un hotel sin respeto ni seriedad con los clientes, no solucionan y si dejan sin importar a los clientes sin donde dormir en una ciudad como bogota a buscar de noche donde quedarse. No le recomiendo a nadie este hotel",Negativos
Tv no funcionaba. Cisterna del sanitario no drenaba ni a la primera ni al quinto intento.,Negativos
"El restaurante no estaba abierto ese día
Sabanas viejad, manchadas y peludas
Baño con mal diseño
Nevera sin nada",Negativos
"La atención, y la ubicación en un sitio donde hay mucho borracho.",Negativos
"No había agua, no encontraban la reserva y no funciona como hotel. Es un motel de 40 mil pesos entraron hasta en una habitación. Desaseo total",Negativos
"La atención fue pésima, las personas que estaban en recepción eran groseras y cero amables. Al preguntarles por algo, respondían siempre de mala gana o no tenían ni siquiera la decencia de responder. La única persona que nos trató con cordialidad fue la Sra Liliana, pero los 2 hombres que nos atendieron tuvieron una pésima actitud todo el tiempo. Además el ruido que hacen en las mañanas luego de las 7-8am es insoportable (las conversaciones entre el personal hablando durísimo y la música a todo volumen al realizar el aseo de otras habitaciones), por lo cual no lo recomiendo si se busca tener algo de descanso en las mañanas.",Negativos
"Lastimosamente tuvimos una muy mala experiencia con una de las personas del hotel. A pensar de haber comunicado con anterioridad que decidimos extender nuestra estancia, una de sus recepcionistas nos informó de muy mala manera que no podíamos quedarnos, que todo estaba ocupado y sin más no nos ofreció ninguna alternativa. Fue descortés, no sabe tratar con público ni sabe de atención al cliente. Adicional a ello, el baño estuvo malo todo el tiempo, tocaba destapar el tanque para vaciar manualmente. No lo recomiendo.",Negativos
Las instalaciones están deterioradas y no son como se ven en las fotos.,Negativos
"ubicación, el baño no tenía agua caliente , el tv no funcionaba,",Negativos
La oscuridad de la habitación asignada; la limpieza de las toallas y el inodoro aún conservaba los pelos de la anterior huésped; mal esa parte. La habitación era absolutamente oscura y en el lugar del escritorio no había un solo enchufe para conectar mi equipo; había que desconectar el destinado al TV.,Negativos
No me gustó que no me dieron llave del baño y no me dieron toallas,Negativos
"En Booking se patrocina el lugar como petfrendly, pero no muestran los cargos adicionales , pues cobran como una persona adicional, Así mismo no hay ninguna adecuación o alimento o ninguna tipo diferencial para la mascota.",Negativos
"que tenía que salir temprano al aeropuerto y no había agua, lo había alquilado con desayuno y este lo servían muy tarde",Negativos
"La habitación donde nos ubicaron estaba frente a la autopista, mucho ruido, mucha luz y adiciona tenían razonamiento de agua lo cual fue bastante incomodo",Negativos
"Olvidé unas pertenencias en la habitación, lo reporté a los 30 minutos camino al aeropuerto y nunca me lo regresaron, quedaron en llamarme y ni siquiera tuvieron la delicadeza de llamarme.",Negativos
"Una sola persona es la encargada de todo (recepcionista, vigilante, desayuno, limpieza, etc) . deberían de conseguir más personal.",Negativos
"La habitación no tiene ventilación natural, la única ventana da a un pasillo que tampoco tiene ventilación. Esto hace que se escuchen absolutamente todo los sonidos de las otras habitaciones o de quién vaya pasando y que se sienta caluroso por la falta de ventilación. En la noche hubo mucho ruido y del calor ni pude dormir. En la mañana tenía que presentar un examen y necesitaba silencio pero el personal del hotel estaba haciendo aseo a las habitaciones, hablando muy fuerte, se escuchaba todo. Esperaba otra cosa, en la foto se ve muy distinta la habitación",Negativos
"Deberían tener mas detalle a las zonas en las que no se percibe claramente la falta de aseo como edredones, toallas y paredes.",Negativos
"Al parecer el restaurante estaba reservado para algun evento por lo que se trasladó el desatyuno al patio en un recinto diferente, la noche anterior la bulla de platos tazas, conversacion, risas etc fué terrible, intenté llamar pero el telefono no funcionaba, bajé a recepcion a solcitar ayuda a ese respecto con lo cual algo mejoró.... Zancudos en la habitación, cosa nunca antes me habia pasado.....",Negativos
Muy oscura la habitación. El televisor no permite ver Netflix solo tv por cable. El desayuno tenía mal sabor.,Negativos
"No reciben tarjetas, todo es en efectivo, único punto negativo, por lo menos transferencias",Negativos
"Habitación diminuta, cama pequeña e incomoda, sin espacio para guardar ropa y artículos personales para estadías de mas de 1 dia",Negativos
La habitación no es ventilada y se escucha todo lo del edificio,Negativos
"El desayuno puede ser mejor, podrían haber más opciones especialmente para personas que no consumen leche ya que ofrecieron solo changua.",Negativos
"faltaban elementos de baño, el teléfono no funcionaba y el TV tampoco",Negativos
"Que es un hotel que apenas está terminando sus instalaciones y no deben alojar gente así.
Había polvo
No había espejo
Estaba literal la cama y ya. (Buena cama)
Pero de resto tuvimos que escuchar los martillazos los obreros trabajando desde muy temprano hasta muy tarde. 
Lo más chistoso es que reservamos en otro hotel y nos mandaron para ese pero lo chistoso no es eso.
Llegamos al hotel y nos hicieron esperar 15 minutos porque iba a llegar alguien a trasladarnos al otro hotel
Y después de esperar 15 minutos llega una chica a pie y nos traslado a pie hasta el otro hotel, muy chistoso porque de saber qué así iba a ser pues no hacíamos ir a la chica yo hubiese bajado las 3 cuadras sin esperar tanto.
En fin promete ser buen hotel pero hasta cuando terminen de construirlo
Recomendación no vayan hasta que el hotel esté terminado o se van a sentir mal atendidos",Negativos
"Mala atención, mucho ruido,,, demora en todo,, desayuno regular y demorado para atender",Negativos
"el balcón de la habitación estaba sucio y tenía colillas de cigarrillo en el piso, adicional a esto el desayuno era poco variado",Negativos
"El baño mantiene olor a cañería destapada, los olores son fuertes. Obliga a hacer poco uso del baño",Negativos
"Promociona un apartamento, pero realmente es una habitación de por si bastante pequeña con una mini cocina que no me pareció bien equipada, el aseo del baño podría ser mejor.",Negativos
"Que me cambiaron la habitación, no fue nada de lo que contraté, la atención muy regular, mucho ruido, problemas en las duchas",Negativos
"se encontraba desaseado, se escuchan las habitaciones contiguas todo los ruidos que generan",Negativos
Que cuando realice la reserva me dieron un precio y al llegar al hotel me cobraron otro diferente y mas alto de lo que habia sido la reserva.,Negativos
"El internet se caía exactamente cada hora a veces por lapsos de 30 minutos a veces por lapsos de 10-15 minutos, fue imposible trabajar.
Las toallas las llevaron una hora y media después de entrar a la habitación, el check in a las 3pm y check out a las 11am es una vergüenza.",Negativos
"Nova Apartments nos dejó una experiencia muy decepcionante. Pasamos una semana aquí y, desde el primer día, surgieron problemas: el agua de la ducha se salía constantemente y solo era tibia, lo cual resultaba muy incómodo. Además, no tienen ascensor, y a pesar de que llevábamos muchas maletas, no recibimos ninguna ayuda de su parte. La limpieza solo se realiza por un costo adicional, y las toallas se cambian una vez a la semana. Si necesitas toallas adicionales, también tendrás que pagarlas. Sin duda, uno de los peores servicios que hemos encontrado.",Negativos
